CategoryCode,ItemCode,Week,WeeklySales
category_2,1090249,2022_52,4
category_2,687616,2022_52,3
category_2,32245,2022_52,5
category_1,1090105,2022_52,6
category_3,1081087,2022_52,16
category_2,87046,2022_52,3
category_2,1076920,2022_52,1
category_3,1081060,2022_52,7
category_1,3427,2022_52,7
category_2,267478,2022_52,2
category_4,836584,2022_52,41
category_2,1090276,2022_52,1
category_2,117610,2022_52,8
category_3,1064572,2022_52,14
category_1,1030948,2022_52,3
category_2,9925,2022_52,3
category_2,1067074,2022_52,9
category_1,839374,2022_52,14
category_3,893824,2022_52,11
category_2,65788,2022_52,3
category_2,210868,2022_52,1
category_3,397213,2022_52,13
category_4,123307,2022_52,123
category_2,1101562,2022_52,4
category_1,1044610,2022_52,2
category_1,1054978,2022_52,7
category_1,379249,2022_52,43
category_2,1070818,2022_52,6
category_3,1060630,2022_52,12
category_2,30877,2022_52,7
category_1,371104,2022_52,2
category_2,41830,2022_52,9
category_4,1003192,2022_52,11
category_1,1061341,2022_52,16
category_2,172033,2022_52,2
category_4,872260,2022_52,2
category_1,145330,2022_52,6
category_2,836152,2022_52,2
category_2,815101,2022_52,7
category_1,1050046,2022_52,7
category_2,1090258,2022_52,1
category_2,1090240,2022_52,4
category_1,17287,2022_52,6
category_1,35530,2022_52,4
category_1,48940,2022_52,3
category_1,1084498,2022_52,6
category_2,865933,2022_52,2
category_1,1049776,2022_52,5
category_4,23200,2022_52,6
category_3,1097143,2022_52,7
category_1,119554,2022_52,28
category_4,731104,2022_52,10
category_1,416212,2022_52,4
category_2,906586,2022_52,5
category_1,755584,2022_52,10
category_1,1044691,2022_52,7
category_2,111382,2022_52,3
category_1,839356,2022_52,6
category_2,262384,2022_52,8
category_2,913561,2022_52,3
category_2,124954,2022_52,3
category_2,1006099,2022_52,2
category_4,753613,2022_52,3
category_1,1077118,2022_52,3
category_1,42424,2022_52,6
category_1,1067119,2022_52,4
category_1,1085749,2022_52,1
category_2,225259,2022_52,1
category_2,1070836,2022_52,3
category_2,213802,2022_52,1
category_2,211309,2022_52,4
category_1,1067128,2022_52,14
category_2,1098502,2022_52,1
category_2,138742,2022_52,2
category_2,267496,2022_52,1
category_1,43738,2022_52,1
category_1,76399,2022_52,4
category_2,1071115,2022_52,8
category_3,1063600,2022_52,2
category_2,87559,2022_52,7
category_3,1066570,2022_52,5
category_3,1090024,2022_52,2
category_4,1003147,2022_52,4
category_1,1090294,2022_52,1
category_2,172582,2022_52,1
category_2,39436,2022_52,2
category_3,1013335,2022_52,1
category_2,64978,2022_52,1
